,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,GC - Most Engaging,GC - Up-and-Coming,GC - Popular,GC - People Love,Current Date,Age of Game,Visitors Per Day,Likes Per Day,Dislikes Per Day,Ratings Per Day,Favorites Per Day,Title length,Desc length
237,(update) escape mcdonalds obby!,Adventure,25326,10,20829912,8508,9814,"UPDATE; Newest features and perks, new playpark stages, new space stages.

Welcome to the newest version of Escape McDonalds Obby, there are 66 levels to beat. The McDonalds manager has gone crazy and you need to escape before it is too late. There are many stages to tackle include a fun McDonalds playpark, a Happy Meal and a McDonalds planet! This game will be getting lots of updates so keep playing to see more!

Tags: (Ignore) Obby Cartoony Fun Adventure Escape Motel Manager Sewer Get Eaten Evil Obby",6/16/2020,5/16/2021,0,0,0,0,2021-05-27,345,60376.556521739134,24.660869565217393,28.446376811594202,53.107246376811595,73.40869565217392,31,507
238,easy obby!,Adventure,113254,15,94902699,14789,4971,"Welcome to the Easy Obby! Run, jump, slide, and teleport through this awesome obby! Be sure to like 👍 and favorite ⭐ if you enjoyed the game!

*NOTE* It may take multiple resets for gamepasses to show up in your inventory.

BE SURE TO JOIN THIS GROUP: https://www.roblox.com/groups/8516430/zknx#!/about

Stage Count: 50

Please message me any feedback you have so I can work on improving the game!

Tags: Parkour, Obby, Fun, Easy, Parkour Obby, Obstacle Course, Rainbow, Colorful",11/18/2020,4/14/2021,0,0,0,0,2021-05-27,190,499487.8894736842,77.83684210526316,26.16315789473684,104.0,596.0736842105263,10,479
239,tower of hell,Adventure,7617403,20,11919883168,2217100,677859,"Can you be the first to the top in this randomly generated obby with absolutely no checkpoints at all?



Owners of VIP-Servers can use the settings menu to skip rounds, set the tower size and lock the shop.

Sorry for anyone unable to use Shift-Lock due to Roblox binding chat to Shift+7 on some keyboards. This is a Roblox issue we are unable to fix",6/18/2018,5/24/2021,0,0,1,1,2021-05-27,1074,11098587.67970205,2064.338919925512,631.1536312849162,2695.4925512104282,7092.5540037243945,13,351
240,[free admin],Adventure,1145958,8,533857993,261063,124409,"💥 Welcome to Free Admin! You have cool Admin Powers which allow you to do awesome Admin Commands like "":Fling"" or "":Jail"". This game does allow powerful admin commands but the biggest rule is to have fun! 💥

❓ The Prefix is :
💬 Type "":cmds"" to view all Admin Commands!

🔨 [FREE ADMIN] 💥 allows you to:
⭐ Play with Admin Commands!
🗡️💣🔫 Fight with Hundreds of Free Powerful Gears!
😎💬 Chat and Play with Others!
🌟 VIP Servers are free. You can play alone or invite your friends!
And much, much more!

✨ Premium Benefits: Lucky Block!

Have fun, and thank you for playing! If you enjoyed this game, don't forget to 👍 Like, ⭐ Favorite and 🔔 Follow!",12/18/2019,5/23/2021,0,0,0,0,2021-05-27,526,1014939.150190114,496.3174904942966,236.5190114068441,732.8365019011407,2178.6273764258553,12,643
241,rainbow fun obby!,Adventure,3286,37,4404198,2113,503,"Hello and welcome to Rainbow Fun Obby! You must find a way to escape Rainbow Fun Obby! You find a obstacle course that can help you escape! You must CLIMB to the top of Rainbow Fun Obby, Parkour!

Rainbow Fun Obby!
--
Don't forget to Like and Favorite",4/14/2021,5/24/2021,0,1,0,0,2021-05-27,43,102423.20930232559,49.13953488372093,11.69767441860465,60.837209302325576,76.4186046511628,17,251
242,princess tycoon,Adventure,235335,10,194851136,23489,11598,"Welcome to Princess Tycoon, choose your favourite character and build your tycoon. 

Have fun with special outfits and gear!

Join The Tycoon Squad for 2,500 starting cash:
https://www.roblox.com/groups/group.aspx?gid=4965451

Follow the game for updates :)",9/4/2019,1/6/2021,0,0,0,0,2021-05-27,631,308797.36291600636,37.22503961965135,18.380348652931854,55.6053882725832,372.9556259904913,15,257
243,cart ride into toilet!,Adventure,6518,17,5465136,9612,2239,Enjoy this cart ride adventure into the toilet! Can you make it through the restroom?,5/14/2021,5/25/2021,0,1,0,0,2021-05-27,13,420395.07692307694,739.3846153846154,172.23076923076923,911.6153846153845,501.38461538461536,22,85
244,two player obby 2,Adventure,111813,12,25254565,11752,7210,"Welcome to Two Player Obby 2!

.If you liked the game, would you help me by giving it like and favorites! 😋

25/5/21
.Checkpoints Fixed!

17/04/21
New update!!! 😁
🗺 New map! 🍪
🥇 New badge! 🎖

28/03/21
New update!!! 😉
- New 7 funny new levels!",3/8/2021,5/25/2021,0,0,0,0,2021-05-27,80,315682.0625,146.9,90.125,237.025,1397.6625,17,242
245,[new map]dinosaur city,Adventure,101218,20,20769650,27637,3886,"Welcome to Dinosaur City!

❗50k Fav CODE: 50K❗
❗100k Fav CODE: 100KTHX❗
❣️Update 1 CODE: GOLD1000❣️
Next code arrives at 50K Likes!

❗Update 2 Coming Soon!❗

Update 1.7 released!
-New Map: Skoll Island
-New BOSS & EXP Arena in Skoll Island
-Coin Shop
-Balloon Bugs fix
-UI Update & Friends PVP option

Please join our group to get latest CODE and update info
If you like this game, please give us a thumbs up and favorite. 
You can invite friends to play together.

Gameplay:
Become a dinosaur, eat all the buildings in the scene, evolve into a higher level!
This game is in beta testing, more maps and dinosaurs will be added.",3/9/2021,5/25/2021,0,0,0,0,2021-05-27,79,262906.96202531643,349.8354430379747,49.18987341772152,399.0253164556962,1281.240506329114,22,627
246,dragon adventures,Adventure,826141,20,247107773,227524,29239,"⏫Summer Accelerator 2019 Project⏫

🐉 Raise a dragon in a variety of immersive worlds, hatch it and raise it to a strong and powerful beast 🐉

🐲 Find a variety of dragon species
🏠 Design your base 
🥚 Raise and protect dragons
🔥 Defeat enemies and other users
💨 Fly high with your dragons 
🌼 Grow crops 

Check out our ""Developers"" and ""Contributors"" roles to see all the awesome people who helped out with Dragon Adventures!",7/15/2019,5/25/2021,0,0,0,0,2021-05-27,682,362328.1129032258,333.61290322580646,42.87243401759531,376.4853372434018,1211.3504398826979,17,423
247, namek boss  super evolution [beta],Adventure,173404,15,20132454,70069,6225,"Current Codes: FREEZA (And secret Codes around the Map!)

Welcome to Super Evolution! Train your Strength, Endurance, Energy and Agility to become the Strongest Saiyan in the Universe! Will you top the Leaderboards and awaken your full potential?

📝 UPDATE 6: 📝
- NAMEK BOSS - FREEZA!
- FREEZA HERO!
- DEATH LAZER MOVE!
- TRAINING ZONE FIX!
- BUGFIXING


🔔 Click the game's FOLLOW button to be notified of new updates! 

👁‍🗨 Join us at 'InnoVision' for Group Rewards:
 - https://www.roblox.com/groups/9162125/InnoVision

🎮 Controls:
 - Charge Ki (PC: Hold 'X' | Console: Hold 'X' Button | Device: Hold Charge Button)
 - Run/Ki Boost (PC: Press CTRL | Console: Press L3 | Device: Hold Boost Button)
 - Block (PC: Hold 'F' | Console: Hold 'B' Button | Device: Hold Block Button)
 - Lock-On (PC: Press 'L' | Console: Right DPAD | Device: Lock Button)",1/28/2021,5/15/2021,0,0,0,0,2021-05-27,119,169180.2857142857,588.8151260504202,52.3109243697479,641.1260504201681,1457.1764705882354,35,847
248,  aqualiana water park,Adventure,309171,30,131689263,19265,3179,"Welcome to my Water Park ! Have fun here with your friends and a lots of water slides ! Meet players and play with them !

Join our group on roblox! : 👇https://www.roblox.com/groups/5841400/Meteor-Games

👷Creator: TheRevali

📋 UPDATE LOG : V1.0.9
- The snow is gone!
- Musics have changed
- Optimisation of the game
- Corrections were made(Defaults, useless parts etc...)
- Badge: Meet the owner added!
- VIP servers cost 10 robux instead of 100 ! 🔐 


Thank you so much for 100 million visits! 💓💓💓
This game is in BETA so some bugs can be found

📣Note: Shutdown = update
",7/29/2019,2/26/2021,0,0,0,0,2021-05-27,668,197139.61526946106,28.839820359281436,4.758982035928144,33.59880239520958,462.8308383233533,22,572
249,[new mini-game]   little world,Adventure,423885,40,88646373,163601,12943,"👍 PLEASE LEAVE A THUMBS UP! New CODE at 175,000 LIKES! 👍

⭐ FAVORITE FOR WEEKLY UPDATES! ⭐

HOMES WILL BE RELEASED SOON!

🎁 THANK YOU FOR YOUR SUPPORT! USE CODE: 'LegendaryLike' 🎁

🐞 Begin your journey as a cute little ladybug!
🍇 Evolve by collecting fruit, training, exploring & more!
🕷️ Explore the wide variety of bugs by evolving!
🥇 Compete in fun server events!

🔨 Latest Update (v1.8)
- New MINIGAME: Berry Frenzy!
- Improved SQUADS 
- +5% Extra EXP per squad member
- Upcoming TOWN & HOUSES preview
- New teleporters
- Minigame rewards increased
- Stars are now displayed on the main UI

👥 Join the group for +10% EXP! 👥
🐦 Follow @CounterImpact on Twitter for news! 🐦
🔔 Hit the follow button to be notified of updates first! 🔔

Note: In-game music & sounds are safe to use in videos. Music composed by @BSlickMusic",8/16/2020,5/25/2021,0,0,0,0,2021-05-27,284,312135.1161971831,576.0598591549295,45.57394366197183,621.6338028169014,1492.5528169014085,30,821
250,build a boat for treasure,Adventure,4691216,7,1603836502,1474311,122635,"Build your ship and set sail for your adventure!

Liked the game? Don't forget to leave a Thumbs Up(👍) and Favorite(🌟) . Thank you!

Don't forget to check out our group!
https://www.roblox.com/My/Groups.aspx?gid=2782840

Group Perks:
✨Member✨
--- 25% more gold!
💫Mega Member💫
--- 300% more health!
--- 25% more gold!
🌟Royal Member🌟
--- +4 Barrels Of TNT!
--- 300% more health!
--- 25% more gold!",11/2/2016,5/10/2021,0,0,1,1,2021-05-27,1667,962109.4793041392,884.4097180563887,73.56628674265147,957.9760047990401,2814.1667666466706,25,395
251,pet heroes,Adventure,272202,12,46802745,58899,6525,"Welcome to Pet Heroes!

🗺️ Explore, and be the first to discover a secret pet!
🐉 Collect and train the strongest pets!
🌲 Discover new worlds, with new pets in each one!
✨ The possibilities are endless!

🐛 Latest Patch:
- VIP servers should now work for all worlds
- Ocean Ruins gem drops buffed
- Metaverse event extended for 24 extra hours (it's over now)
- Data storage improved (inventory size increases soon??)

🎁 Latest Update:
- New secret world in Volcano area
- New puzzle pets in Ocean and Volcano
- GOLEMS
- Metaverse event
- Trade world
- New index
- UI changes
- Graphics improvements
- Bug fixes

🐦 Follow @PolarisStudio1 on Twitter for updates: https://twitter.com/PolarisStudio1

Make sure to hit the FOLLOW button to be notified of new updates! ",6/8/2020,5/25/2021,0,0,0,0,2021-05-27,353,132585.67988668554,166.8526912181303,18.48441926345609,185.3371104815864,771.1104815864022,10,761
252,[draco's tower] pet swarm simulator,Adventure,205510,10,30772615,74592,10701,"Travel the worlds to find the Evil Dark Wizard who has cursed the innocent pets of Pet Swarmia! Defeat enemies, feed and hatch their eggs into awesome new rare pets, and become POWERFUL!

🥚 FIGHT ENEMIES to unlock eggs! 
🌳 PLANT EGGS in your nest!  
🍎 COLLECT FOOD to feed your eggs! 
🐣 HATCH EGGS to get awesome and stronger pets! 
💎 EXPLORE THE MAP for stronger enemies and better eggs! 
🔃 TRADE with other players!

🔥 NEW ZONE, SECRETS AND MORE!
[🧙MEGA BOSS FIGHTS COMING SOON [Including Draco himself...]

📌 Follow the developers + social links below for codes & updates!
@7illuzive     @ManPiddy     @YactiDesign",2/1/2021,5/22/2021,0,0,0,0,2021-05-27,115,267587.95652173914,648.6260869565217,93.05217391304348,741.6782608695652,1787.0434782608695,35,617
253,cut the grass  ,Adventure,42847,12,5322851,24145,6397,"👍THUMBS UP our game and USE CODE: 5KLIKES for awesome rewards!
AND Join our group for a FREE pet 👍 https://www.roblox.com/groups/8242204 👍

Welcome to Cut The Grass 🍃

Tired of dying? Go to the settings button and turn on passive mode!

HOW TO PLAY:
⚡Buy mowers to get more grass, and upgrade them to multiply your grass.
🔥Use your grass shuriken to fight other players. 
💰Sell for coins to upgrade your mower in the store. 
🌌Travel to NEW zones with OP multipliers!
🌟Rebirth for an OP multiplier!
📈Try to get to the top of the leaderboards!

😃Invite some of your friends for special boosts!
👍Drop a like to see continuous updates!
New code every 1k likes, use code ""5KLIKES""

Update 8:
CRAFTING!
Patches!

⭐Join our group for EXCLUSIVE rewards!
💰 20% Extra Coins
⚡ Chat Tag
✨ Group Chest",11/23/2020,5/23/2021,0,0,0,0,2021-05-27,185,28772.16756756757,130.51351351351352,34.57837837837838,165.0918918918919,231.6054054054054,15,788
254,corridor of hell,Adventure,931408,10,545797566,197828,88036,"""Your job is not over yet."" - The Shadow

2x XP bonus!

Randomly generarated obby with 10 stages, can you get to the end?

If you are a owner of a VIP server, you can use the command ""/skip"" to skip the current corridor!

Thank you Streeteenk for the UI design and Evanbear1 for the amazing soundtrack!",5/4/2020,5/16/2021,0,0,0,0,2021-05-27,388,1406694.7577319588,509.8659793814433,226.89690721649484,736.7628865979382,2400.536082474227,16,302
255,[free admin!] ragdoll engine but theres no gravity,Adventure,287917,70,56402412,51570,11407,"Free owner admin to everyone at 335K favourites and 90K likes! 
⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆⬆
Enjoy the adventure, Ragdoll Engine but there’s no gravity is a experience where you get free admin, fun buildings, and much more to come soon!
Make sure to invite your friends too, it’s always more fun!

🌟 Get Admin+ Commands, to use ;sword and many more in your own VIP Server for just 25 ROBUX! You can also give your friends a Mod rank too!🌟 
( to purchase a VIP server, press the servers tab.)
-

If you can see someone with the same icon that is:
low quality image
watermark, saying @build2inspire
Please report the experience/game. The game most likely stole the image from this experience/game, which is heavily restricted.

CREDITS
***Map by mr_BeanGuy***
Thanks to RingHeads for some of the ideas in this game!

Tags
panda dog Ragdoll simulator with admin Ragdoll Engine cars duck fun simulator pets pet blue yellow orange green no gravity fly around simulator 
",11/13/2020,5/25/2021,0,0,0,0,2021-05-27,195,289243.1384615385,264.46153846153845,58.4974358974359,322.95897435897433,1476.497435897436,50,968
