,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,new_text
204,adopt me!,RPG,20887264,48,22735358183,4357065,804762,"Raise and dress cute pets, decorate your house, and play with friends in the magical, family-friendly world of Adopt Me! on Roblox!  ️ 

  Spring Sale Week!  
  2x Bucks earning until Monday!
  25% off Pet Shop pets!
  Up to 60% off on Gamepasses!

  Follow @PlayAdoptMe on Twitter for updates: https://twitter.com/PlayAdoptMe
  Subscribe to our YouTube channel: https://www.youtube.com/PlayAdoptMe

Meet the founders!
NewFissy - Tech Director (https://twitter.com/newfissy)
Bethink - Creative Director (https://twitter.com/Bethink_RBX) 

  Make sure to hit the FOLLOW button to get notified when new updates drop!  

Terms of Service, Privacy Policy and Creative Attributions: https://devforum.roblox.com/t/credits/71812",7/14/2017,5/27/2021,"adopt me!Raise and dress cute pets, decorate your house, and play with friends in the magical, family-friendly world of Adopt Me! on Roblox!  ️ 

  Spring Sale Week!  
  2x Bucks earning until Monday!
  25% off Pet Shop pets!
  Up to 60% off on Gamepasses!

  Follow @PlayAdoptMe on Twitter for updates: https://twitter.com/PlayAdoptMe
  Subscribe to our YouTube channel: https://www.youtube.com/PlayAdoptMe

Meet the founders!
NewFissy - Tech Director (https://twitter.com/newfissy)
Bethink - Creative Director (https://twitter.com/Bethink_RBX) 

  Make sure to hit the FOLLOW button to get notified when new updates drop!  

Terms of Service, Privacy Policy and Creative Attributions: https://devforum.roblox.com/t/credits/71812"
205,prison life (cars fixed!),Town and City,4809180,24,1869089199,979011,152604,"Alright, I fixed the steering for the cars. In addition, driving cars for mobile should work now.

Sorry guys for the lack of updates. I started my first year of university in 2017, and while it's been an amazing experience, that meant that I didn't have much time to spend working on the game. Thankfully, I have been getting more time off recently, so now I have more time to spend developing. I'll make an announcement on my next project when the time comes. Thank you all for being dedicated fans of Prison Life!",5/2/2014,1/13/2021,"prison life (cars fixed!)Alright, I fixed the steering for the cars. In addition, driving cars for mobile should work now.

Sorry guys for the lack of updates. I started my first year of university in 2017, and while it's been an amazing experience, that meant that I didn't have much time to spend working on the game. Thankfully, I have been getting more time off recently, so now I have more time to spend developing. I'll make an announcement on my next project when the time comes. Thank you all for being dedicated fans of Prison Life!"
206,forgotten worlds,RPG,397246,10,80885148,74197,8534,"Welcome to Forgotten Worlds!

Genre:
- Roleplay
- Archive
- Fantasy

Description:
This is an archive of games made prior to the creation of Virtuality World group. Enter a world unlike your own, explore maps as wolves, foxes, horses, lions, or humans. Make friends, stories, and memories!

Information:
- Stay updated in our Roblox group.
https://www.roblox.com/groups/3606245/Virtuality-World
- Message the owners if you have any problems with the game.",3/17/2019,5/14/2021,"forgotten worldsWelcome to Forgotten Worlds!

Genre:
- Roleplay
- Archive
- Fantasy

Description:
This is an archive of games made prior to the creation of Virtuality World group. Enter a world unlike your own, explore maps as wolves, foxes, horses, lions, or humans. Make friends, stories, and memories!

Information:
- Stay updated in our Roblox group.
https://www.roblox.com/groups/3606245/Virtuality-World
- Message the owners if you have any problems with the game."
207,dragons' life,RPG,1537264,50,325646004,258438,21952,"  Welcome to Dragons' Life! [4 v.2]  
Roam around in the world of dragons! Create a family/clan for others to join and roleplay as an dragon adult, teen, child, or egg! There are tons of animations to bring life into your roleplay's.

DEVELOPERS:
🦊Shyfoox🦊 - https://www.roblox.com/users/112488179/profile
🦆Daireb🦆 - https://www.roblox.com/users/34412974/profile

MUSIC COMPOSER
 BSlickMusic  - https://www.roblox.com/users/182316511/profile
",11/3/2016,5/14/2021,"dragons' life  Welcome to Dragons' Life! [4 v.2]  
Roam around in the world of dragons! Create a family/clan for others to join and roleplay as an dragon adult, teen, child, or egg! There are tons of animations to bring life into your roleplay's.

DEVELOPERS:
🦊Shyfoox🦊 - https://www.roblox.com/users/112488179/profile
🦆Daireb🦆 - https://www.roblox.com/users/34412974/profile

MUSIC COMPOSER
 BSlickMusic  - https://www.roblox.com/users/182316511/profile
"
208,cosmic club roblox,RPG,1615089,55,720515513,258158,26336,"✨ COSMIC UPDATE!
  DAYCARE ROLEPLAY UPDATE!
✨ LITTLE ROBOTS UPDATE!
  ROLEPLAY FAMILY HOME UPDATE! 

Club Roblox is a world of possibilities!   Adopt a baby   Build a home   Adopt a pet   Play loads of mini-games and   Take part in weekly events!
---------------------------------------------------------------- 
  https://www.roblox.com/My/Groups.aspx?gid=3250407
---------------------------------------------------------------- 
Please give a Thumbs Up & Favourite! 
---------------------------------------------------------------- 
[Bonus]   Join Block Evolution Studios for promo codes!
---------------------------------------------------------------- 
Developed by Block Evolution Studios ©
",7/12/2019,5/27/2021,"cosmic club roblox✨ COSMIC UPDATE!
  DAYCARE ROLEPLAY UPDATE!
✨ LITTLE ROBOTS UPDATE!
  ROLEPLAY FAMILY HOME UPDATE! 

Club Roblox is a world of possibilities!   Adopt a baby   Build a home   Adopt a pet   Play loads of mini-games and   Take part in weekly events!
---------------------------------------------------------------- 
  https://www.roblox.com/My/Groups.aspx?gid=3250407
---------------------------------------------------------------- 
Please give a Thumbs Up & Favourite! 
---------------------------------------------------------------- 
[Bonus]   Join Block Evolution Studios for promo codes!
---------------------------------------------------------------- 
Developed by Block Evolution Studios ©
"
209,[2x] blade quest,RPG,174926,50,66944209,47335,5028,"Double EXP for a limited time!
Daily Rewards! Play everyday for a free reward

Welcome to Blade Quest! 
⚔️ Battle monsters
  Earn rare blades and magic spells
⭐️ Upgrade your stats and loot
  Level up and unlock new maps

Latest Version: 1.2.1
+ Daily Rewards
+ New map: Neon Avenue
+ 2 magic
   + Laser Beam (Damage)
   + Coin Boost (Support)
+ New enchantment: Heal
+ 11 swords",3/9/2021,5/21/2021,"[2x] blade questDouble EXP for a limited time!
Daily Rewards! Play everyday for a free reward

Welcome to Blade Quest! 
⚔️ Battle monsters
  Earn rare blades and magic spells
⭐️ Upgrade your stats and loot
  Level up and unlock new maps

Latest Version: 1.2.1
+ Daily Rewards
+ New map: Neon Avenue
+ 2 magic
   + Laser Beam (Damage)
   + Coin Boost (Support)
+ New enchantment: Heal
+ 11 swords"
210,playville   rp   new,Town and City,248029,28,62357987,26140,6185,"  Roleplay with your Family, Raise Pets, and Build your House in the city of Playville!

✨ Premium Roblox Members receive Daily Rewards & Benefits!

⚡ Want more Updates? Favorite & Like the Game!

✅ Follow new updates on my Twitter! @TheAntiael
  Join the Antiael Games group for Group Rewards!
https://www.roblox.com/groups/6518525/Antiael-Games",12/14/2020,5/27/2021,"playville   rp   new  Roleplay with your Family, Raise Pets, and Build your House in the city of Playville!

✨ Premium Roblox Members receive Daily Rewards & Benefits!

⚡ Want more Updates? Favorite & Like the Game!

✅ Follow new updates on my Twitter! @TheAntiael
  Join the Antiael Games group for Group Rewards!
https://www.roblox.com/groups/6518525/Antiael-Games"
211,mad city,Town and City,4612432,26,1700007911,1299709,279391," 

Welcome to Mad City, where the choice is yours to choose the power of good or evil. Cause chaos in the city streets as a criminal and super villain or join the super heroes and police force to bring justice to the city. With so many heists, the chaos never stops!

Follow the developers on twitter for updates and special codes:
Lead Developer: @Taymastar 
Lead Programmer: @ChiefDaysRBLX @osedaycan
World Builder: @FamedChris & @TheGemini_II
3D Modeler: @Nic10Telf
Official Twitter: @SchwiftyStudios

Special thanks to these awesome people: 
@TacticalFrosty@rightIess @kiouhei @Mockerii @Ep1cDrew @PixelatedCandy @DevFoxby @ItsAmmon @PerhapzRBLX @FoxOfJulyy",12/3/2017,5/27/2021,"mad city 

Welcome to Mad City, where the choice is yours to choose the power of good or evil. Cause chaos in the city streets as a criminal and super villain or join the super heroes and police force to bring justice to the city. With so many heists, the chaos never stops!

Follow the developers on twitter for updates and special codes:
Lead Developer: @Taymastar 
Lead Programmer: @ChiefDaysRBLX @osedaycan
World Builder: @FamedChris & @TheGemini_II
3D Modeler: @Nic10Telf
Official Twitter: @SchwiftyStudios

Special thanks to these awesome people: 
@TacticalFrosty@rightIess @kiouhei @Mockerii @Ep1cDrew @PixelatedCandy @DevFoxby @ItsAmmon @PerhapzRBLX @FoxOfJulyy"
212,world // zero,RPG,921530,12,116582179,324088,20484,"- World 7 is here!
- Dungeon 7-1 released
- Level cap raised to 95
- Tower 3 coming soon!

  Welcome to World // Zero!  
Choose a starter class and battle your way through 6 Worlds with over 20 unique Dungeons. Defeat fearsome bosses, unlock new classes, collect pets, find rare loot and go on an epic adventure!

  2019 Bloxy Award for Best Use of Tech!  
  2020 Bloxy Award for Most Immersive Experience!  ",1/8/2019,5/27/2021,"world // zero- World 7 is here!
- Dungeon 7-1 released
- Level cap raised to 95
- Tower 3 coming soon!

  Welcome to World // Zero!  
Choose a starter class and battle your way through 6 Worlds with over 20 unique Dungeons. Defeat fearsome bosses, unlock new classes, collect pets, find rare loot and go on an epic adventure!

  2019 Bloxy Award for Best Use of Tech!  
  2020 Bloxy Award for Most Immersive Experience!  "
213,brookhaven  rp,Town and City,7007814,18,6563814772,1299179,144131,"A place to hang out with like minded people and roleplay.  Own and live in amazing houses, drive cool vehicles and explore the city. Be whoever you want to be in Brookhaven RP.
 
Development Info- Wolfpaq has been and is in the process of moving in real life. Updates to the game will still continue, but may be delayed. We apologize for any inconvenience.

RP Set- A term used to identify a house or structure that has a central theme that can be more specifically roleplayed with. It will be marked different than a normal house.

We are a small two person Dev team working hard to make Brookhaven the best it can be.
Thanks for playing!",4/21/2020,5/27/2021,"brookhaven  rpA place to hang out with like minded people and roleplay.  Own and live in amazing houses, drive cool vehicles and explore the city. Be whoever you want to be in Brookhaven RP.
 
Development Info- Wolfpaq has been and is in the process of moving in real life. Updates to the game will still continue, but may be delayed. We apologize for any inconvenience.

RP Set- A term used to identify a house or structure that has a central theme that can be more specifically roleplayed with. It will be marked different than a normal house.

We are a small two person Dev team working hard to make Brookhaven the best it can be.
Thanks for playing!"
214, work at a pizza place,Town and City,9815791,12,3197921127,2095423,149628,"🤝Work as a team to fulfill food orders.
 Use your work earnings to upgrade your house and buy furniture.

 Pizza place merch and toys can be found on our amazon page. See 'Social Links' below.

Staff
 @RBXZach: Lead Builder
 @MrJesseh, @iStratixRBLX - Community Managers

Contributors
KyleAllenMusic: Soundtrack Composer
 ID0ntHaveAUse: Game icon artist
 @RobloxLocalize, @PeteyK473 - Translations
 @MikeCatSU: Comic and sticker artist
",3/28/2008,5/21/2021," work at a pizza place🤝Work as a team to fulfill food orders.
 Use your work earnings to upgrade your house and buy furniture.

 Pizza place merch and toys can be found on our amazon page. See 'Social Links' below.

Staff
 @RBXZach: Lead Builder
 @MrJesseh, @iStratixRBLX - Community Managers

Contributors
KyleAllenMusic: Soundtrack Composer
 ID0ntHaveAUse: Game icon artist
 @RobloxLocalize, @PeteyK473 - Translations
 @MikeCatSU: Comic and sticker artist
"
215,twilight daycare   [activities!],RPG,323954,20,94226737,61077,8855,"[Snacks have been added! ✨ Thank you so much for 50K+ likes and 90M+ visits!  ]

⭐ New activities - Learning, Drawing, Swimming, Storytelling & Camping!
  Coins can be used to buy snacks from shop! More are coming!
  Favorite and like for future updates!
✅ Join group for ""Supporter"" exclusive name tag - https://www.roblox.com/groups/8098236

Welcome to Twilight Daycare!   Take up the role as a caretaker   to take care of babies or become a baby   in the daycare to enjoy the love and fun.   More roles, toys, activities are coming in future! ✨

Thank you very much, KonekoKitten  

[Twilight Daycare   is now in beta and development progress is going well.   Stay tuned for more updates! ✨]

Tags:
daycare, baby, infant, toddler, kid, child, children, caretaker, family, roleplay",3/12/2021,5/27/2021,"twilight daycare   [activities!][Snacks have been added! ✨ Thank you so much for 50K+ likes and 90M+ visits!  ]

⭐ New activities - Learning, Drawing, Swimming, Storytelling & Camping!
  Coins can be used to buy snacks from shop! More are coming!
  Favorite and like for future updates!
✅ Join group for ""Supporter"" exclusive name tag - https://www.roblox.com/groups/8098236

Welcome to Twilight Daycare!   Take up the role as a caretaker   to take care of babies or become a baby   in the daycare to enjoy the love and fun.   More roles, toys, activities are coming in future! ✨

Thank you very much, KonekoKitten  

[Twilight Daycare   is now in beta and development progress is going well.   Stay tuned for more updates! ✨]

Tags:
daycare, baby, infant, toddler, kid, child, children, caretaker, family, roleplay"
